id,name,latitude,longitude,country
Q5197264,Cwmythig Hill,52.32610,-3.49056,GB
Q16040264,Dallas Grand Prix Circuit,32.78190,-96.76560,US
Q10466267,Dalsland Ring,58.94000,12.24000,SE
Q1166378,Darlington Raceway,34.29560,-79.90600,US
Q1172796,Daubornring,50.33060,8.20528,DE
Q5230263,Davenport Speedway,41.53500,-90.61830,US
Q13399865,Davidstow Circuit,50.63900,-4.61800,GB
Q5243571,Dayton Speedway,39.72420,-84.25610,US
Q743656,Daytona Beach Road Course,29.08469,-80.92556,US
Q1179250,Daytona International Speedway,29.18556,-81.06944,US
Q5253308,Delaware International Speedway,38.46900,-75.56100,US
Q5253353,Delaware Speedway,42.93030,-81.41770,CA
Q139854808,Des Moines Speedway,41.56800,-93.72500,US
Q172887,Detroit street circuit,42.32975,-83.04011,US
Q1206351,Deutschlandring,50.98330,14.11670,DE
Q15304005,Devil's Bowl Speedway,43.66780,-73.29310,US
Q123468133,Dezzi Raceway,-30.77040,30.42560,ZA
Q3678080,Diepholz Airfield Circuit,52.58556,8.34111,DE
Q2973987,Dieppe circuit,49.33360,1.00500,FR
Q172888,Dijon-Prenois,47.36199,4.89962,FR
Q65072737,Dixie Speedway,34.08972,-84.56000,US
Q104901837,Dog Track Speedway,36.54540,-76.19250,US
Q19877925,Dominion Raceway,38.13881,-77.50463,US
Q1240989,Donauring,48.76750,11.41720,DE
Q17122869,Donnybrook Raceway,-17.82592,31.18263,ZW
Q108899087,Douglas County Speedway,43.19646,-123.35793,US
Q1252953,Dover Motor Speedway,39.19000,-75.53000,US
Q12290726,Dracon,42.34166,24.73507,BG
Q48772190,Driftland,56.12781,-3.27880,GB
Q85757722,Drivecenter Arena,65.10750,20.76111,SE
Q116973557,DriveIt NQ,-19.62393,146.81997,AU
Q116698386,Driveway Austin,30.26334,-97.65676,US
Q136222988,Drum Raceway,42.09440,-78.08820,US
Q588356,Dubai Autodrome,25.05063,55.23913,AE
Q2153290,Duivelsbergcircuit,50.95024,5.64910,BE
Q173698,Dundrod Circuit,54.58080,-6.08472,GB
Q5314993,Dunedin Street Circuit,-45.88940,170.49600,NZ
Q5310021,DuQuoin State Fairgrounds Racetrack,37.98280,-89.22310,US
Q1266838,Durban street circuit,-29.83832,31.03438,ZA
Q5325209,Eagle Raceway,40.81050,-96.39090,US
Q116619972,Eagles Canyon Raceway,33.36692,-97.42718,US
Q5331869,Ebisu Circuit,37.64422,140.37228,JP
Q1280191,Ecce Homo,49.72660,17.30295,CZ
Q5333106,EcoCentro Expositor Querétaro,20.58639,-100.32806,MX
Q2238063,Eddie Wright Raceway,53.61639,-0.65444,GB
Q1285825,Edmonton City Centre Airport circuit,53.57556,-113.52292,CA
Q16966785,Edmonton International Raceway,52.98778,-113.45222,CA
Q5339069,Edmonton International Speedway,53.60700,-113.55700,CA
Q1301760,Eichenring,53.15940,9.52250,DE
Q16559802,El Dorado Speedway,28.82310,-105.95050,MX
Q1325639,Eldora Speedway,40.31861,-84.63389,US
Q5364363,Elko Speedway,44.56940,-93.33130,US
Q134301948,Eläintarha Circuit,60.18878,24.93420,FI
Q5373647,Emo Speedway,48.63440,-93.83550,CA
Q130388733,Ennstalring,47.88778,14.54639,AT
Q1350158,Erftlandring,50.88860,6.61380,DE
Q1369937,Estering,53.44880,9.69198,DE
Q1374476,Euro-Ring,47.14776,19.45922,HU
Q13626196,Eurocircuit,51.33528,5.42611,NL
Q10278286,Eurocircuito da Costilha,41.26678,-8.29408,PT
Q699372,EuroSpeedway Lausitz,51.53170,13.92890,DE
Q5417240,Evergreen Speedway,47.86860,-121.98700,US
Q115533813,Ewald-Pauli-Ring,50.33055,9.52444,DE
Q74677490,ExCeL Street Circuit,51.50833,0.02750,GB
Q841675,Fairgrounds Speedway,36.13056,-86.76222,US
Q907951,Falkenbergs Motorbana,56.97529,12.56857,SE
Q107679882,Findel,49.62667,6.20000,LU
Q522987,Fiorano Circuit,44.53418,10.85728,IT
Q65059966,Firebird Raceway,43.76694,-116.46889,US
Q5455919,Five Flags Speedway,30.50390,-87.30830,US
Q5457111,Flamboro Speedway,43.32820,-80.02360,CA
Q5457795,Flat Rock Speedway,42.08200,-83.30660,US
Q60967786,Flatenbanan,59.24970,18.17060,SE
Q8563732,Flemington Speedway,40.52640,-74.85280,US
Q138427187,Floriopoli,37.94796,13.78610,IT
Q104901836,Fonda Speedway,42.95311,-74.37134,US
Q5475252,Four Inch Course,54.17167,-4.49194,IM
Q5477172,Foxhill motocross circuit,51.53700,-1.67300,GB
Q20704855,Franklin County Speedway,37.01861,-80.04333,US
Q29035351,Freedom Factory,27.46584,-82.32494,US
Q5501622,Fremont Speedway,41.36000,-83.11470,US
Q1260516,Frohburger Dreieck,51.04110,12.56180,DE
Q171399,Fuji Speedway,35.37167,138.92667,JP
Q11614117,Funabashi AutoRace Circuit,35.68056,139.98942,JP
Q2675471,Fundidora Park raceway,25.67806,-100.28333,MX
Q48697328,Furukawa Motocross,38.53341,140.99202,JP
Q5517263,Gainesville Raceway,29.75810,-82.27470,US
Q19461940,George Ray's Dragstrip,36.04722,-90.43444,US
Q14685412,Georgetown Speedway,38.65140,-75.36420,US
Q5562391,Gillman Speedway,-34.83690,138.53700,AU
Q2655340,Glossocircuit,51.31095,5.04397,BE
Q120143928,Glostrupbanen,55.65000,12.39000,DK
Q5574394,Gnoo Blas circuit,-33.31694,149.09417,AU
Q138565423,Goa Street Circuit,15.73575,73.86159,IN
Q133847332,Golden Isles Speedway,31.23596,-81.75634,US
Q737982,Goldenport Park Circuit,40.01520,116.56129,CN
Q5583001,Good Time Park,41.39482,-74.32682,US
Q953716,Goodwood Circuit,50.85940,-0.75917,GB
Q4354417,Gotland Ring,57.83342,18.82854,SE
Q5594313,Grand Bend Motorplex,43.29110,-81.71820,CA
Q5595588,Grandview Speedway,40.37300,-75.61000,US
Q5598056,Gravity Park USA,44.05840,-88.16670,US
Q14710474,Green Valley Raceway,32.89670,-97.21030,US
Q1840264,Greenville-Pickens Speedway,34.83333,-82.50028,US
Q5605064,Greenwood Roadway,41.25400,-93.49560,US
Q139917385,Greg Moore Raceway,49.17250,-121.97806,CA
Q873601,Grenzlandring,51.13890,6.28833,DE
Q5607586,Gresham Motorsports Park,34.16670,-83.55250,US
Q139677671,Greymouth Street Circuit,-42.45357,171.20770,NZ
Q1546775,Grillenburger Dreieck,50.95220,13.50520,DE
Q1552741,Guangdong International Circuit,23.27250,112.81694,CN
Q1536210,Guia Circuit,22.19722,113.55083,CN
Q124154482,Guizhou Junchi International Circuit,26.32706,106.67696,CN
Q20053348,Gávea Circuit,-22.97588,-43.22837,BR
Q3123535,Géoparc,48.30060,6.91865,FR
Q5626721,Göteborg City Race,57.71333,11.96111,SE
Q123982784,Güstrow Speedway Stadium,53.78611,12.20472,DE
Q48697189,Hachinohe Circuit Park,40.53134,141.37544,JP
Q85846066,Hagerstown Speedway,39.66070,-77.84400,US
Q140067723,Halifax Street Circuit,44.64889,-63.58000,CA
Q5642923,Hallett Motor Racing Circuit,36.22110,-96.59310,US
Q48697085,Hama-Atsuma Off-Road Park,42.60629,141.83095,JP
Q11557741,Hamamatsu Racetrack,34.73789,137.70442,JP
Q76173200,Hamburg Speedway,42.73920,-78.82050,US
Q5645168,Hamilton Street Circuit,-37.78560,175.26800,NZ
Q2487357,Hampton Downs Motorsport Park,-37.35389,175.07528,NZ
Q58395249,Hanoi Street Circuit,21.01660,105.76574,VN
Q19284911,Hanseatenring,53.88695,11.44688,DE
Q117007096,Happy Land Circuit,10.63900,106.46300,VN
Q28873585,Harmony Speedway,40.76880,-75.17070,US
Q109733312,Harraby Park stadium,54.87751,-2.91679,GB
Q115046013,Harris Hill Raceway,29.91800,-97.87243,US
Q5683161,Havasu 95 Speedway,34.44600,-114.24900,US
Q5686886,Hayley Stadium,51.57190,-2.93528,GB
Q117840918,Heathcote Park Raceway,-36.78540,144.56931,AU
Q15223473,Hednesford Hills Raceway,52.70865,-1.97798,GB
Q97452048,Heidbergring,53.45276,10.36352,DE
Q5698676,Heidelberg Raceway,40.38700,-80.09430,US
Q657768,Helsinki Thunder,60.18306,24.96250,FI
Q48697840,Hero Shinoi Circuit,36.69895,139.82459,JP
Q1617265,Hickory Motor Speedway,35.69583,-81.26944,US
Q2013050,Hidden Valley Raceway,-12.44917,130.90694,AU
Q5756210,High Point Raceway,39.73460,-80.00710,US
Q16252707,Highlands Motorsport Park,-45.05910,169.17000,NZ
Q13726612,Highroads Course,54.17170,-4.49194,IM
Q152408,Hockenheimring,49.32778,8.56583,DE
Q5878112,Hokkaido Speed Park,42.92284,140.71819,JP
Q124115634,Holsted Speedway Center,55.46500,8.91270,DK
Q15815825,Holsteinring,53.99395,9.79961,DE
Q5889308,Homebush Street Circuit,-33.84470,151.06600,AU
Q1626077,Homestead-Miami Speedway,25.45190,-80.40930,US
Q27101818,Hong Kong Central Harbourfront Circuit,22.28194,114.15806,CN
Q7374750,Houston Raceway Park,29.79030,-94.88070,US
Q130747454,Hořice v Podkrkonoší Circuit,50.37750,15.63361,CZ
Q5939911,Humberstone Speedway,42.89910,-79.20040,CA
Q171356,Hungaroring,47.58222,19.25111,HU
Q115112795,Hyderabad Street Circuit,17.40972,78.47167,IN
Q10532409,Högstabanan,59.14833,18.21250,SE
Q24732662,Höljesbanan,60.91700,12.55500,SE
Q5967569,I-70 Speedway,39.01060,-93.87580,US
Q5984886,Ibsley Circuit,50.87944,-1.78056,GB
Q17651344,ICE Pragelato Circuit,45.01556,6.94528,IT
Q69825171,Igora Drive,60.51444,30.19417,RU
Q18659293,Iinatti Motor Sports Centre,64.95629,25.57611,FI
Q11666161,Iizuka Auto Racetrack,33.65194,130.70819,JP
Q14688440,Illiana Motor Speedway,41.47690,-87.42330,US
Q5999743,Illinois State Fairgrounds Racetrack,39.83750,-89.63889,US
Q2144191,Imatra Circuit,61.17222,28.79861,FI
Q171313,Imola Circuit,44.34111,11.71333,IT
Q6013372,Inagawa Circuit,34.97470,135.30664,JP
Q172732,Indianapolis Motor Speedway,39.79485,-86.23482,US
Q118947205,Indianapolis Speedrome,39.75748,-86.05580,US
Q19902506,Ingliston Racing Circuit,55.94306,-3.37750,GB
Q11287388,Inje Speedium,38.00140,128.29200,KR
Q605644,Iowa Speedway,41.67410,-93.01632,US
Q48700454,Ippon Ikui Speedway,33.10127,131.44022,JP
Q2447214,Irwindale Event Center,34.10944,-117.98806,US
Q11378995,Isesaki Auto Race Track,36.33383,139.16411,JP
Q604331,Islip Speedway,40.74950,-73.21150,US
Q172743,Istanbul Park,40.95167,29.40500,TR
Q48697053,Iwanai Permanent Motocross Course,42.66335,143.03742,JP
Q16850742,İzmir Park Racing Circuit,38.43389,27.27167,TR
Q8080271,İzmit Körfez Circuit,40.74310,29.78530,TR
Q123115878,Jackson Speedway,43.62829,-94.97249,US
Q22097447,Jacksonville Speedway,34.76361,-77.33278,US
Q111515889,Jakarta International e-Prix Circuit,-6.11833,106.85872,ID
Q17123783,James McNeillie Circuit,-20.13694,28.60861,ZW
Q172897,Jarama Circuit,40.61711,-3.58558,ES
Q102141307,Jeddah Corniche Circuit,21.63194,39.10444,SA
Q6177843,Jennerstown Speedway,40.15880,-79.07210,US
Q172884,Jerez-Ángel Nieto Circuit,36.70833,-6.03417,ES
Q1702512,Johor Circuit,1.48278,103.90944,MY
Q1052048,Jukasa Motor Speedway,42.93510,-79.96660,CA
Q14704888,Junction Motor Speedway,40.74430,-97.61250,US
Q6319353,Jyllands-Ringen,56.17556,9.66083,DK
Q135213115,K.M.A. Speedway,60.60070,-134.91170,CA
Q6345983,Kaeng Krachan Circuit,12.94194,99.70694,TH
Q114929865,Kakucs Ring,47.24639,19.37944,HU
Q48698358,Kanazawa Motoland,36.58059,136.77947,JP
Q1723946,Kansas Speedway,39.11579,-94.83106,US
Q48697206,Karasawa Motocross Track,41.37889,141.19053,JP
Q131676325,Karhumäki Motocross Track,61.20213,28.74003,FI
Q6370393,Kari Motor Speedway,10.90139,77.05083,IN
Q6372583,Karlskoga Motorstadion,59.38333,14.51611,SE
Q1733967,Karlsruher Dreiecksrennen,48.97330,8.43856,DE
Q73900179,Kart Circuit Autobahn,41.44604,-88.13742,US
Q114836296,Kart-Bahn Wohlen,47.32640,8.29750,CH
Q138849002,Kartarena Cheb,50.08630,12.44970,CZ
Q1734533,Kartbahn Harsewinkel,51.94710,8.22094,DE
Q141245179,Kartbahn Liedolsheim,49.84215,8.43010,DE
Q122974250,Kartbahn Lyss,47.06583,7.28778,CH
Q11736604,Kartodrom Bydgoszcz,53.11810,18.06360,PL
Q55055327,Kartodrom Slovenja vas,46.44611,15.81139,SI
Q56235543,Kartodrom Zmeinka,43.08254,131.90611,RU
Q125776430,Kartodromo Affi Kart,45.55078,10.79907,IT
Q125776428,Kartodromo Vicenza Kart,45.50968,11.44540,IT
Q65238486,Karttrack Hiroshima,34.37894,132.27411,JP
Q10313919,Kartódromo AMF Vila Real,41.27543,-7.72275,PT
Q10313921,Kartódromo Ayrton Senna,-20.54145,-54.57627,BR
Q16333903,Kartódromo Ayrton Senna,-12.90816,-38.30444,BR
Q10313929,Kartódromo de Baltar,41.18777,-8.39571,PT
Q10313933,Kartódromo de Fafe,41.42424,-8.21452,PT
Q10313937,Kartódromo de Leiria,39.80650,-8.79315,PT
Q10313938,Kartódromo de Natal,-5.82646,-35.21573,BR
Q10313922,Kartódromo Felipe Massa,-18.92500,-46.99500,BR
Q10313927,Kartódromo Internacional de Volta Redonda,-22.50204,-44.08450,BR
Q10313923,Kartódromo Internacional Dr Henrique Santillo,-18.40677,-49.24243,BR
Q10313924,Kartódromo Internacional Granja Viana,-23.60583,-46.83611,BR
Q10313925,Kartódromo Internacional Júlio Ventura,-3.88271,-38.45796,BR
Q10313926,Kartódromo Internacional M.MOA,-22.77865,-47.22959,BR
Q10313928,Kartódromo Municipal Ayrton Senna,-23.70328,-46.69311,BR
Q11477923,Kawaguchi Auto Race Track,35.81744,139.72503,JP
Q1737291,Kawartha Speedway,44.20890,-78.39140,CA
Q4212778,Kazan Ring,55.86700,49.25900,RU
Q1535659,Keimola Motor Stadium,60.31811,24.83150,FI
Q1738522,Kemora Circuit,63.41830,23.98491,FI
Q6392307,Kentucky Motor Speedway,37.71200,-86.89850,US
Q1660757,Kentucky Speedway,38.70960,-84.91620,US
Q6821071,Kevin Harvick's Kern Raceway,35.39440,-118.88700,US
Q173766,Killarney Motor Racing Complex,-33.82371,18.52909,ZA
Q134446040,Kimi Circuit,61.08548,28.37421,FI
Q16893472,King's Lynn Stadium,52.73020,0.38916,GB
Q6412991,Kings Park Speedway,50.51530,-104.49700,CA
Q134531713,Kingston Speedway,44.28280,-76.49240,CA
Q10545670,Kinnekulle Ring,58.54611,13.39889,SE
Q48700720,Kirishima-Park Mahoroba no Sato,31.87608,130.79333,JP
Q6415707,Kirkistown Circuit,54.45600,-5.46900,GB
Q48697018,Kitami Fuji Karting Circuit,43.73233,143.42688,JP
Q1290237,Klettwitz-Sonnenhäusel,51.53500,13.91840,DE
Q524404,Knockhill Racing Circuit,56.12886,-3.50351,GB
Q6423691,Knoxville Raceway,41.32750,-93.11170,US
Q171385,Korean International Circuit,34.73333,126.41667,KR
Q21006004,Kuala Lumpur Street Circuit,3.15799,101.71061,MY
Q48700754,Kukulu-Yomitan-Circuit,26.40716,127.72143,JP
Q109294400,Kukuru Yomitan Circuit,26.40714,127.72094,JP
Q141329781,Kumla Motorstadion,59.08835,15.15412,SE
Q131675757,Kurkvuori Motocross Track,61.26089,28.89422,FI
Q60776532,Kuwait Motor Town,28.93000,48.14167,KW
Q171667,Kyalami,-25.99803,28.06892,ZA
Q18628395,Kyffhäuser-Rennstrecke,51.41842,11.06246,DE
Q18680802,Kymi Ring,60.87942,26.48086,FI
Q6462071,La Crosse Fairgrounds Speedway,43.90430,-91.10430,US
Q6475784,Lake Erie Speedway,42.14610,-79.82860,US
Q6475933,Lake Geneva Raceway,42.57740,-88.40610,US
Q2973998,Lakeside International Raceway,-27.22810,152.96500,AU
Q6479286,Lakeview Speedway,30.75845,-88.14219,US
Q6486113,Langhorne Speedway,40.17820,-74.88460,US
Q6486303,Langley Speedway,49.01890,-122.64900,CA
Q731010,Langley Speedway,37.08639,-76.38667,US
Q6487076,Lanier National Speedway,34.15330,-83.81250,US
Q6492394,Las Paredes,-34.57728,-68.40486,AR
Q1523618,Las Vegas Motor Speedway,36.27222,-115.01010,US
Q6492613,Las Vegas Park Speedway,36.13466,-115.15063,US
Q113112116,Las Vegas Strip Circuit,36.11003,-115.16181,US
Q6460886,LaSalle Speedway,41.33450,-89.07520,US
Q141306813,Lavonia Speedway,34.40988,-83.03821,US
Q118352006,Lawrence Allen Circuit,-12.48778,27.84556,ZM
Q16040577,Lee USA Speedway,43.11603,-71.03997,US
Q1278139,Leineweberring,52.04000,8.58867,DE
Q6528850,Lernerville Speedway,40.73870,-79.75990,US
Q139800083,Levin Motor Racing Circuit,-40.62639,175.26583,NZ
Q48905040,Lihpao Racing Park,24.31880,120.68580,TW
Q940069,Lime Rock Park,41.92770,-73.38360,US
Q107139875,Lincoln Speedway,39.87050,-76.99456,US
Q6551013,Lincoln Speedway,40.15420,-89.38420,US
Q10562779,Linköpings Motorstadion,58.39556,15.72056,SE
Q1494058,Linnaring,59.43472,24.79806,EE
Q6556971,Lippo Village International Formula Circuit,-6.22906,106.60864,ID
Q24189422,Lismore Speedway,-28.79586,153.27433,AU
Q125662589,Ljungbyheds Motorbana,56.08470,13.22228,SE
Q18291990,Ljungheden,57.76892,16.58906,SE
Q114811655,Lochgelly Raceway,56.12646,-3.27821,GB
Q173889,Long Beach Street Circuit,33.76438,-118.19079,US
Q2974003,Longford Circuit,-41.57890,147.12400,AU
Q6674253,Longridge circuit,53.83690,-2.58694,GB
Q6674343,Longtan National Speedway,24.85444,121.19889,TW
Q6678736,Lorain County Speedway,41.35940,-82.21670,US
Q547535,Losail International Circuit,25.49000,51.45417,QA
Q6689518,Louisville Motor Speedway,38.12990,-85.73700,US
Q19875323,Loxford Park Speedway,-32.79140,151.48800,AU
Q742207,Lucas Oil Indianapolis Raceway Park,39.81278,-86.34083,US
Q6702892,Lulsgate Aerodrome,51.38230,-2.71230,GB
Q140404136,Luttenbergring,52.39361,6.37778,NL
Q1878589,Lydden Hill Race Circuit,51.17740,1.19964,GB
Q166098,Lyngåsbanen,59.81972,10.24111,NO
Q18356114,Lånkebanen,63.40500,10.92000,NO
Q14708579,MacArthur Park Raceway,35.45110,-97.62310,US
Q6724876,Macon Speedway,39.71210,-89.00690,US
Q6728021,Madison International Speedway,42.90607,-89.32675,US
Q6728083,Madison Speedway,45.00523,-96.19427,US
Q6074068,Madras International Circuit,13.00250,79.98583,IN
Q126193406,Madring,40.46361,-3.61778,ES
Q97373192,Magnolia Circuit,53.42389,14.77083,
Q14935736,Mallala Motor Sport Park,-34.41500,138.50472,AU
Q1583363,Mallory Park,52.59860,-1.33778,GB
Q10713635,Malmö Raceway,55.63000,13.02139,SE
Q105061873,Mandalika International Street Circuit,-8.89542,116.30418,ID
Q2611578,Mandescircuit,50.94062,3.27027,BE
Q588082,Manfeild Autocourse,-40.23750,175.55722,NZ
Q1891111,Mansfield Motorsports Park,40.81160,-82.49690,US
Q1434982,Mantorp Park,58.37194,15.28278,SE
Q15246008,Maple Grove Raceway,40.21270,-75.96140,US
Q6756943,Marchbanks Speedway,36.27307,-119.59443,US
Q171390,Marina Bay Street Circuit,1.29140,103.86415,SG
Q141130255,Markham Street Circuit,43.85100,-79.31480,CA
Q6771629,Marlboro Motor Raceway,38.80710,-76.73900,US
Q25004841,Marshfield Motor Speedway,44.65444,-90.25481,US
Q1815381,Martinsville Speedway,36.63407,-79.85166,US
Q222686,Masaryk Circuit,49.20472,16.45056,CZ
Q130212916,Mason Dixon Dragway,39.56461,-77.63916,US
Q6798405,Maze Sea Circuit,37.74500,138.80000,JP
Q6800569,McCormick Field Raceway,35.58722,-82.54917,US
Q6802472,McNamara Park,-37.83190,140.65100,AU
Q6803357,Meadowdale International Raceway,42.11640,-88.30370,US
Q10328221,Mega Space,-19.79167,-43.88333,BR
Q19572833,Melaka International Motorsport Circuit,2.29589,102.30700,MY
Q98212688,Melbourne Raceway,53.86755,-0.83932,GB
Q742578,Memphis International Raceway,35.28278,-89.94750,US
Q6815781,Memphis-Arkansas Speedway,35.13860,-90.31600,US
Q6816657,Mendips Raceway,51.29760,-2.77060,GB
Q15253087,Mercer Raceway Park,41.23500,-80.23167,US
Q104822367,Meridian Speedway,43.60194,-116.39056,US
Q106201824,Merrittville Speedway,43.07740,-79.25530,CA
Q15253191,Mesa Marin Raceway,35.39444,-118.88694,US
Q106544792,Miami International Autodrome,25.95806,-80.23889,US
Q1723278,Michigan International Speedway,42.06630,-84.24144,US
Q6837698,Michigan State Fairgrounds Speedway,42.44250,-83.11110,US
Q6840594,Mid-America Motorplex,41.02530,-95.81910,US
Q1931770,Mid-Ohio Sports Car Course,40.68930,-82.63640,US
Q2678302,Middle Georgia Raceway,32.66890,-83.71280,US
Q118119540,Midland Circuit Lelystad,52.45090,5.50000,NL
Q17124769,Midvaal Raceway,-26.61250,28.06032,ZA
Q6843273,Midway Dragway,33.57580,-79.93420,US
Q11882613,Mika Salo Circuit,63.22791,22.85694,FI
Q48700360,Mikawa Sports Land,33.58550,132.94742,JP
Q1284224,Milwaukee Mile,43.01850,-88.01030,US
Q48697033,Minamihoro Riverside Kartland,43.09507,141.67202,JP
Q3678086,Mine Circuit,34.14306,131.10333,JP
Q1347804,Misano World Circuit Marco Simoncelli,43.96137,12.68596,IT
Q6879718,Missouri State Fair Speedway,38.69310,-93.25640,US
Q10586703,Mittsverigebanan,62.60083,17.81667,SE
Q48698104,Mobara Twin Circuit,35.38209,140.28066,JP
Q6886891,Mobile International Speedway,30.51360,-88.21970,US
Q1420895,Mobility Resort Motegi,36.53361,140.22750,JP
Q135911525,Moisés Solana complex,19.40401,-99.08352,MX
Q16040732,Monadnock Speedway,42.83111,-72.36222,US
Q1888287,Mondello Park,53.25750,-6.74500,IE
Q125065762,Mongol63 Raceway,47.77511,107.36044,MN
Q6901036,Monmore Green Stadium,52.57710,-2.10187,GB
Q174062,Monsanto Park Circuit,38.71972,-9.20306,PT
Q5769979,Monteblanco Circuit,37.35917,-6.57222,ES
Q2974133,Montenero Circuit,43.55000,10.31670,IT
Q6905759,Montgomery Motor Speedway,32.35690,-86.44560,US
Q6905972,Monticello Motor Club’s racetrack,41.62300,-74.69910,US
Q111103709,Montichiari Circuit,45.44780,10.33440,
Q172892,Montjuïc circuit,41.36611,2.15194,ES
Q31840352,Montreal Street Circuit,45.51889,-73.55222,CA
Q171417,Monza Circuit,45.62056,9.28944,IT
Q6911808,Morgan Park Raceway,-28.26220,152.03400,AU
Q133790135,Moritzburger Dreieck,51.16515,13.67963,DE
Q1949053,Moscow Raceway,55.99647,36.26789,RU
Q18946072,Moscow Street Circuit,55.74970,37.62970,RU
Q113715382,Motocross Beynost track,45.84778,5.00444,FR
Q11913921,Motocross Felanitx,39.48366,3.14387,ES
Q123224307,motocross track of Goldbach,50.00347,9.16865,DE
Q123223847,motocross track of Laubus-Eschbach,50.40389,8.33074,DE
Q60647101,Motocross- und Offroadpark Dieskau,51.44078,12.03919,DE
Q48699815,Motocross-Park Kobe,34.67903,135.01922,JP
Q1457668,Motodrom Gelsenkirchen,51.50920,7.12725,DE
Q103820054,Motokrosový areál Rosice,50.04326,15.72402,CZ
Q6918074,Motopark Raceway,62.05513,27.55529,FI
Q1265566,Motoplex Speedway,50.37000,-119.30600,CA
Q6918143,Motor Mile Speedway,37.14300,-80.61300,US
Q107877918,Motorcenter Norway,58.34472,6.39500,NO
Q6918298,Motordrome Speedway,40.17610,-79.72740,US
Q1321650,MotorLand Aragón,41.07968,-0.18724,ES
Q48700327,Motorland Tachikawa,33.85624,133.64486,JP
Q114825237,Motorpark Romania,44.77850,26.47240,RO
Q836417,Motorsport Arena Oschersleben,52.02722,11.27861,DE
Q138591147,Motorsport Raceway Evbuobanosa,6.27860,5.99400,NG
Q116579634,MotorSport Ranch,32.52384,-97.61662,US
Q1949986,Motorsportarena Stefan Bellof,50.58580,8.81288,DE
Q137360395,Mount Clemens Race Track,42.60170,-82.86100,US
Q6921785,Mount Lawn Speedway,39.90971,-85.46091,US
Q25111668,Mount Noro Speed Park,34.26897,132.67677,JP
Q1950645,Mount Panorama Circuit,-33.44750,149.55600,AU
Q6717891,MSR Houston,29.27811,-95.42244,US
Q782455,Mugello Circuit,43.99750,11.37194,IT
Q114972660,Muscat Speedway,23.58300,58.32050,OM
Q6942792,Muskingum County Speedway,40.06951,-82.06351,US
Q1956837,Myrtle Beach Speedway,33.74640,-78.95190,US
Q24859891,Nago Circuit,26.61486,128.03472,JP
Q48700644,Nakakyushu Kartway,33.05726,130.72913,JP
Q11364025,Nakayama Circuit,34.78367,134.17711,JP
Q130282173,Napierville Dragway,45.19229,-73.44141,CA
Q48698101,Narita Motor Land,35.67536,140.39995,JP
Q108016849,Nashville Street Circuit,36.16241,-86.76947,US
Q1965810,Nashville Superspeedway,36.04440,-86.41260,US
Q48697866,Nasu Motor Sports Land,36.96948,140.12775,JP
Q1972602,Nazareth Speedway,40.72690,-75.32070,US
Q118363988,Ndola Motopark,-12.98167,28.57167,ZM
Q14704983,Nebraska Raceway Park,40.97667,-96.38917,US
Q5766979,Nemuno Žiedas,54.91611,23.70833,LT
Q48698079,NEO Speed Park,35.77302,140.08498,JP
Q118100113,New Concord Speedway,35.23561,-81.87577,US
Q14705792,New Egypt Speedway,40.07100,-74.46900,US
Q14705365,New England Dragway,43.02080,-71.02720,US
Q1815356,New Hampshire Motor Speedway,43.36230,-71.46130,US
Q16982553,New Jersey Motorsports Park,39.35897,-75.06163,US
Q7011550,New Smyrna Speedway,29.01330,-81.07000,US
Q28128139,Newcastle Street Circuit,-32.92556,151.79028,AU
Q135911506,Nigel Mansell turn,19.40603,-99.09655,MX
Q108263530,Nikko Circuit,36.66217,139.86261,JP
Q30084631,Ningbo International Circuit,29.76000,121.86639,CN
Q136458251,Nisseringen,55.22250,11.89833,DK
Q172878,Nivelles-Baulers,50.62111,4.32694,BE
Q48696969,Niyama Motorland,41.93335,140.63551,JP
Q6954900,NOLA Motorsports Park,29.88360,-90.19780,US
Q1998554,Nordring,48.65550,15.54780,AT
Q702903,Norisring,49.43140,11.12500,DE
Q14679334,North Alabama Speedway,34.70470,-87.70920,US
Q2445287,North Wilkesboro Speedway,36.14222,-81.07250,US
Q7060857,Norway Speedway,45.77440,-87.90910,US
Q22023485,Norwood Arena Speedway,42.17017,-71.19166,US
Q4318682,NRING Circuit,56.12302,43.59890,RU
Q121898013,Numidia Dragway,40.88906,-76.40003,US
Q123255244,Nyirád Racing Center,46.96989,17.42164,HU
Q12329501,Nysumbanen,56.73690,9.76833,DK
Q152207,Nürburgring,50.33556,6.94750,DE
Q48697460,Obanazawa Circuit,38.55861,140.51925,JP
Q2411203,Occoneechee Speedway,36.06830,-79.08598,US
Q25000544,Ocean Speedway,36.95201,-121.73348,US
Q2014369,Odenwaldring,49.49596,9.26636,DE
Q2014372,Odenwaldring,49.93040,9.01747,DE
Q3115714,Odsal Stadium,53.76500,-1.75694,GB
Q7080052,Ogilvie Raceway,45.82875,-93.39675,US
Q16896078,Ohsweken Speedway,43.08280,-80.11300,CA
Q173185,Okayama International Circuit,34.91500,134.22111,JP
Q7083867,Old Dominion Speedway,38.72420,-77.46560,US
Q115727538,Oliver's Mount racing circuit,54.26370,-0.40560,GB
Q116674211,Olympic Park Speedway (Mildura),-34.15892,142.12764,AU
Q48700436,Omura Bay Circuit,32.97451,129.98055,JP
